"Position","Player Name","Team Name","Nationality","Height","Weight","Age","Condition","Overall Rating"
"CF","J. SINCLAIR","WATFORD BY","ENGLAND",181,79,24,"C",68
"RWF","U. BECH","PANATHINAIKOS","DENMARK",170,75,27,"C",68
"RMF","J. VIEYRA","CENTRAL CÓRDOBA SDE","ARGENTINA",175,65,28,"C",68
"AMF","G. HACHEN","DEFENSA Y JUSTICIA","ARGENTINA",167,68,30,"C",68
"GK","MARCOS FELIPE","FLUMINENSE","BRAZIL",185,75,24,"C",68
"DMF","L. POVEA","U. DE CONCEPCIÓN","CHILE",176,73,26,"D",68
"CB","YOIVER GONZÁLEZ","DEPORTIVO PEREIRA","COLOMBIA",179,80,31,"C",68
"DMF","M. PÁTKAI","Free Agents","HUNGARY",173,69,32,"C",68
"GK","GENG XIAOFENG","HEBEI CHINA FORTUNE","CHINA",191,84,33,"C",68
"CB","YU YANG","BEIJING GUOAN","CHINA",183,72,31,"C",68
"LMF","SUN KE","TIANJIN TIANHAI","CHINA",180,78,31,"C",68
"CB","I. KECOJEVIC","ALBACETE BN","MONTENEGRO",191,83,32,"C",68
"GK","T. KISSAS","Free Agents","CYPRUS",182,78,32,"C",68
"CB","JACKSON","FORTALEZA","BRAZIL",174,65,30,"B",68
"LB","ZHOU YUN","JIANGSU SUNING","CHINA",183,69,30,"B",68
"CMF","FAN YUNLONG","GUANGZHOU R&F","CHINA",180,70,31,"C",68
"RB","EDNEI","BRASIL DE PELOTAS","BRAZIL",180,72,35,"C",68
"AMF","GEGÊ","BRASIL DE PELOTAS","BRAZIL",173,70,26,"C",68
"LWF","RAFINHA","BOTAFOGO SP","BRAZIL",175,73,28,"C",68
"DMF","K. ARTYMATAS","Free Agents","CYPRUS",184,77,27,"C",68
"GK","ZHANG LIE","BEIJING RENHE","CHINA",190,85,38,"C",68
"CB","C. ROJAS","DEPORTES ANTOFAGASTA","CHILE",171,70,35,"C",68
"LB","R. GONZÁLEZ","COBRESAL","CHILE",183,77,31,"C",68
"LMF","H. SALINAS","DEPORTES IQUIQUE","CHILE",170,73,30,"C",68
"CB","B. VIDAL","COQUIMBO UNIDO","CHILE",179,80,29,"C",68
"CB","B. SAN JUAN","EVERTON","CHILE",177,70,26,"D",68
"RB","B. CEREZO","SANTIAGO WANDERERS","CHILE",173,70,25,"C",68
"CMF","PENG XINLI","SHANGHAI SHENHUA","CHINA",176,62,29,"C",68
"CB","J. VAN AKEN","SHEFFIELD BW","NETHERLANDS",194,75,26,"C",68
"RWF","D. MOBERG-KARLSSON","SPARTA PRAHA","SWEDEN",179,76,26,"C",68
"CMF","J. DELAPLACE","LORIENT","FRANCE",168,68,34,"C",68
"CMF","G. IÑÍGUEZ","COQUIMBO UNIDO","ARGENTINA",172,77,26,"D",68
"AMF","F. ELIZARI","UNIÓN","ARGENTINA",172,72,29,"C",68
"GK","N. AVELLANEDA","DEFENSA Y JUSTICIA","ARGENTINA",191,77,27,"C",68
"CMF","G. NAVARRETE","O'HIGGINS","CHILE",175,70,26,"C",68
"CB","D. TONUCCI","JUVE STABIA","ITALY",182,78,32,"C",68
"CB","M. DERRIEN","CHAMBLY","FRANCE",182,80,27,"C",68
"CMF","L. CRECCO","PESCARA","ITALY",183,80,25,"C",68
"CMF","M. MOSCATI","TRAPANI","ITALY",180,73,28,"C",68
"GK","A. MARAVAL","DUNKERQUE","FRANCE",184,80,27,"C",68
"CB","R. OSORIO","COQUIMBO UNIDO","CHILE",180,76,25,"C",68
"CMF","F. MONTERO","ARGENTINOS JUNIORS","ARGENTINA",167,68,32,"C",68
"RWF","PAULINHO MOCCELIN","CHAPECOENSE","BRAZIL",168,61,26,"C",68
"DMF","J. MOSQUERA","RIONEGRO","COLOMBIA",172,66,29,"C",68
"DMF","Y. KAABOUNI","SOCHAUX","FRANCE",179,70,25,"C",68
"DMF","S. D'ALMEIDA","VALENCIENNES","BENIN",178,78,25,"C",68
"DMF","JOÃO AFONSO","GIL VICENTE","BRAZIL",182,80,25,"C",68
"SS","MURILO","LIVORNO","BRAZIL",179,73,25,"C",68
"CF","GUILLERMO","SANTANDER VB","SPAIN",180,70,27,"C",68
"CB","M. BLÁZQUEZ","DEPORTES IQUIQUE","CHILE",188,77,29,"C",68
"CF","CRISTIAN","LUGO RB","SPAIN",181,76,29,"C",68
"LWF","NAHUEL LEIVA","OVIEDO A","SPAIN",176,71,24,"D",68
"GK","ANDER CANTERO","LUGO RB","SPAIN",189,82,25,"D",68
"CB","B. TUILOMA","Free Agents","NEW ZEALAND",182,80,25,"C",68
"CF","RONALDO","SPORT RECIFE","BRAZIL",185,74,29,"C",68
"RB","R. ARCIERO","BANFIELD","ARGENTINA",181,77,27,"C",68
"GK","C. BONILLA","MILLONARIOS","COLOMBIA",187,85,27,"C",68
"CB","M. MOSQUERA","JAGUARES DE CÓRDOBA","COLOMBIA",180,74,28,"C",68
"GK","J. WALLENS","DEPORTIVO CALI","COLOMBIA",190,75,28,"C",68
"RB","D. CHÁVEZ","UNIVERSITARIO","PERU",179,82,27,"C",68
"RB","Z. KVRŽIC","KAYSERISPOR","BOSNIA AND HERZEGOVINA",180,72,32,"C",68
"AMF","ALEXANDER LÓPEZ","Free Agents","HONDURAS",176,70,28,"C",68
"RB","M. GAZZOLA","PARMA","ITALY",183,78,35,"C",68
"CF","BILL","CHIANGRAI UNITED","BRAZIL",183,86,36,"B",68
"CMF","M. ALBÆK","SØNDERJYSKE","DENMARK",182,78,30,"C",68
"CF","R. SALINAS","VÉLEZ SARSFIELD","ARGENTINA",188,81,34,"C",68
"CB","N. MANCILLA","UNIÓN ESPAÑOLA","CHILE",180,75,27,"C",68
"CB","M. KOCH","KAS EUPEN","NETHERLANDS",195,78,26,"C",68
"CMF","M. ERAMO","ASCOLI","ITALY",181,73,31,"C",68
"CB","M. CHIOSA","VIRTUS ENTELLA","ITALY",180,72,27,"B",68
"GK","J. BLACKMAN","ROTHERHAM RW","ENGLAND",199,93,27,"C",68
"CB","D. ACHUCARRO","DEPORTES LA SERENA","ARGENTINA",180,73,29,"C",68
"LB","A. TURAN","ANKARAGÜCÜ","TURKEY",176,79,28,"C",68
"LMF","ZHENG LONG","DALIAN PRO","CHINA",178,75,32,"C",68
"RB","S. ROUX","Free Agents","NEW ZEALAND",181,71,27,"C",68
"RB","WANG TONG","SHANDONG LUNENG TAISHAN","CHINA",182,72,27,"C",68
"LMF","WU XINGHAN","SHANDONG LUNENG TAISHAN","CHINA",183,68,27,"D",68
"CB","YOO JUN-SOO","PT PRACHUAP","REPUBLIC OF KOREA",184,80,32,"D",68
"GK","W. CUESTA","DEPORTES TOLIMA","COLOMBIA",195,87,27,"C",68
"GK","J. MEDINA","SPORT BOYS","PERU",189,81,27,"B",68
"RB","EDU CAMPABADAL","LUGO RB","SPAIN",178,77,27,"C",68
"GK","IVÁN CRESPO","SANTANDER VB","SPAIN",188,83,36,"C",68
"AMF","TOTI","BG PATHUM UNITED","SPAIN",174,72,33,"C",68
"GK","DANI SOTRES","CÁDIZ AA","SPAIN",182,81,27,"C",68
"CF","JOSÉ CARRILLO","LUGO RB","SPAIN",191,80,26,"D",68
"CF","F. CERAVOLO","CREMONESE","ITALY",180,73,33,"C",68
"CB","M. TROEST","JUVE STABIA","DENMARK",189,82,33,"C",68
"LWF","K. LUALUA","LUTON WO","CONGO DR",180,76,30,"C",68
"CB","M. PELLIZZER","VIRTUS ENTELLA","ITALY",183,75,31,"C",68
"GK","Á. KOVÁCSIK","Free Agents","HUNGARY",194,85,29,"C",68
"CB","F. POLI","VIRTUS ENTELLA","ITALY",185,75,31,"B",68
"DMF","A. DE VITIS","PISA","ITALY",184,79,28,"C",68
"CMF","L. LOLLO","VENEZIA","ITALY",180,75,30,"C",68
"CB","ÁLEX MUÑOZ","TENERIFE AB","SPAIN",185,77,26,"C",68
"RWF","P. CIURRIA","PORDENONE","ITALY",178,67,25,"C",68
"CMF","A. GERBO","ASCOLI","ITALY",178,70,31,"C",68
"CF","M. MANCOSU","VIRTUS ENTELLA","ITALY",182,75,36,"C",68
"GK","RAÚL LIZOÁIN","MIRANDA DE EBRO RN","SPAIN",187,78,29,"C",68
"CMF","HERNÁN","GIJÓN RB","SPAIN",181,71,30,"C",68
"RB","A. ALMICI","HELLAS VERONA","ITALY",183,74,27,"C",68
"CB","CARLOS RUIZ","TENERIFE AB","SPAIN",183,81,37,"C",68
"RB","P. PAYE","SOCHAUX","FRANCE",169,65,30,"C",68
"GK","P. DELECROIX","METZ","FRANCE",185,76,32,"C",68
"AMF","JON TORAL","BIRMINGHAM B","SPAIN",184,80,25,"C",68
"LB","J. AHLMANN","AAB","DENMARK",179,70,29,"C",68
"GK","J. BOND","WEST BROMWICH WB","ENGLAND",196,84,27,"C",68
"CB","T. HOBAN","ABERDEEN","IRELAND",189,84,26,"C",68
"LB","C. FORSYTH","DERBY WB","SCOTLAND",189,83,31,"C",68
"GK","T. CARSON","MOTHERWELL","NORTHERN IRELAND",183,80,32,"E",68
"GK","B. HAMER","HUDDERSFIELD BW","ENGLAND",193,91,33,"B",68
"CF","A. NUHIU","Free Agents","KOSOVO",198,85,31,"C",68
"CF","I. EZEKIEL","KORTRIJK","NIGERIA",178,70,27,"C",68
"RB","J. CORDOVAL","CHÂTEAUROUX","FRANCE",169,61,29,"C",68
"CF","M. SMITH","MILLWALL BW","ENGLAND",198,75,31,"C",68
"RB","P. OLKOWSKI","GAZIANTEP FK","POLAND",184,76,30,"C",68
"CB","C. DUNNE","MOTHERWELL","IRELAND",186,74,27,"C",68
"CMF","T. ROWE","BRISTOL R","ENGLAND",180,81,32,"A",68
"CF","W. GRIGG","Free Agents","NORTHERN IRELAND",180,70,29,"C",68
"DMF","S. SLAVCHEV","Free Agents","BULGARIA",186,78,27,"C",68
"GK","D. RUSSO","JUVE STABIA","ITALY",186,81,33,"C",68
"LB","SAÚL GARCÍA","ÁLAVA AB","SPAIN",182,76,26,"C",68
"CF","A. DONA N'DOH","NANCY","CAMEROON",186,80,34,"C",68
"RB","L. PELTIER","WEST BROMWICH WB","ENGLAND",178,73,34,"C",68
"CB","G. ZAJKOV","SPORTING CHARLEROI","NORTH MACEDONIA",186,78,25,"C",68
"RWF","ARIDAI CABRERA","LAS PALMAS AA","SPAIN",172,64,32,"C",68
"LWF","WEI SHIHAO","GUANGZHOU EVERGRANDE","CHINA",178,65,25,"C",68
"RB","I. MARTIC","SION","SWITZERLAND",183,70,30,"C",68
"LMF","JAIRO IZQUIERDO","GIRONA R","SPAIN",165,64,27,"C",68
"GK","V. VASIC","ROYAL EXCEL MOUSCRON","SERBIA",186,88,30,"C",68
"CB","S. BENEDETTI","PISA","ITALY",190,80,28,"C",68
"CMF","D. AGAZZI","LIVORNO","ITALY",173,70,27,"C",68
"CMF","G. DI NOIA","CHIEVO","ITALY",180,75,26,"C",68
"CB","LI ANG","JIANGSU SUNING","CHINA",188,88,27,"B",68
"LB","N. IOANNOU","Free Agents","CYPRUS",183,75,25,"C",68
"GK","O. MARCIANO","HIBERNIAN","ISRAEL",193,87,31,"C",68
"LWF","E. PALOMINO","BOYACÁ CHICÓ","COLOMBIA",170,60,34,"C",68
"CMF","M. CROOKS","ROTHERHAM RW","ENGLAND",192,80,26,"D",68
"DMF","F. DI TACCHIO","SALERNITANA","ITALY",186,81,30,"C",68
"CMF","G. GAUDINO","YOUNG BOYS","GERMANY",175,69,24,"C",68
"CF","S. MAY","ST. JOHNSTONE","SCOTLAND",178,60,28,"C",68
"CMF","J. MCEACHRAN","BIRMINGHAM B","ENGLAND",178,65,27,"C",68
"DMF","LUISMI","VALLADOLID MB","SPAIN",180,77,28,"C",68
"CMF","G. BYERS","SWANSEA W","SCOTLAND",180,73,24,"C",68
"LB","J. HARDEVELD","HERACLES","NETHERLANDS",184,73,25,"C",68
"CMF","M. HALLBERG","HIBERNIAN","SWEDEN",185,77,25,"C",68
"LB","CARLOS NIETO","ZARAGOZA BA","SPAIN",179,74,24,"C",68
"RB","D. CAVARÉ","SION","FRANCE",184,84,25,"C",68
"CF","L. GREGORY","STOKE RW","ENGLAND",188,80,32,"C",68
"RB","A. KHAGUSH","ARSENAL TULA","RUSSIA",179,77,34,"C",68
"LWF","M. ŠITUM","KAYSERISPOR","CROATIA",177,76,28,"C",68
"CF","N. SIHNEVICH","KHIMKI","BELARUS",194,88,28,"C",68
"CF","Y. BAMMOU","CAEN","MOROCCO",188,78,29,"C",68
"SS","F. DAVID","CHAMBLY","FRANCE",180,67,28,"C",68
"CF","G. KYEI","SERVETTE","FRANCE",187,84,25,"C",68
"CMF","V. SLIVKA","Free Agents","LITHUANIA",190,84,25,"C",68
"CB","THALES","PARANÁ","BRAZIL",186,80,27,"C",68
"CB","H. MOSQUERA","CÚCUTA DEPORTIVO","COLOMBIA",186,79,33,"C",68
"CB","RAFAEL PEREIRA","AVAÍ","BRAZIL",183,78,36,"C",68
"LWF","V. JOVOVIC","Free Agents","MONTENEGRO",176,73,26,"C",68
"CF","N. MIRACCO","ARSENAL DE SARANDÍ","ARGENTINA",182,79,29,"C",68
"LWF","S. ROSALES","CENTRAL CÓRDOBA SDE","ARGENTINA",180,72,25,"C",68
"CB","G. CANTO","PATRONATO","ARGENTINA",186,70,26,"C",68
"CB","M. LÓPEZ","ALDOSIVI","PARAGUAY",184,81,25,"C",68
"GK","Z. LÓPEZ","DEPORTES LA SERENA","CHILE",184,70,22,"C",68
"LB","ZOU ZHENG","GUANGZHOU R&F","CHINA",178,70,32,"C",68
"GK","CHENG YUELEI","GUANGZHOU R&F","CHINA",188,78,33,"C",68
"CMF","FENG ZHUOYI","HENAN JIANYE","CHINA",184,75,31,"C",68
"RB","ZHANG CHI","SHANDONG LUNENG TAISHAN","CHINA",182,76,33,"C",68
"CMF","M. ORDÓÑEZ","DEPORTIVO PEREIRA","COLOMBIA",180,75,30,"C",68
"CB","C. PÉREZ","BOYACÁ CHICÓ","COLOMBIA",180,74,35,"C",68
"CF","BETO DA SILVA","ALIANZA LIMA","PERU",182,74,24,"C",68
"SS","L. GUERRA","DEPORTES ANTOFAGASTA","VENEZUELA",166,61,24,"C",68
"CF","J. STOCKLEY","PRESTON WB","ENGLAND",188,79,27,"B",68
"RWF","LUÍS MACHADO","MOREIRENSE","PORTUGAL",168,62,28,"C",68
"GK","VAGNER","CHAPECOENSE","BRAZIL",191,82,31,"C",68
"SS","PABLO DYEGO","FLUMINENSE","BRAZIL",174,66,26,"C",68
"DMF","NALDO","BOTAFOGO SP","BRAZIL",185,76,30,"C",68
"CMF","O. ANDRIEVSKYI","DYNAMO KYIV","UKRAINE",179,73,26,"A",68
"LB","F. SAAVEDRA","DEPORTES IQUIQUE","CHILE",172,67,24,"C",68
"RB","GERARD VALENTÍN","LUGO RB","SPAIN",178,74,27,"D",68
"CMF","DAVID ROCHA","EXTREMADURA AR","SPAIN",179,73,35,"C",68
"CF","S. GANZ","ASCOLI","ITALY",175,67,27,"C",68
"RMF","S. MYAKUSHKO","ALCORCÓN AA","UKRAINE",170,58,27,"C",68
"GK","A. HOXHA","Free Agents","ALBANIA",188,79,33,"C",68
"AMF","C. LEPOINT","KORTRIJK","BELGIUM",189,84,36,"C",68
"DMF","MARCÃO","SPORT RECIFE","BRAZIL",185,78,29,"C",68
"GK","A. VASYUTIN","ZENIT","RUSSIA",188,81,25,"C",68
"CB","DERIK OSEDE","NUMANCIA R","SPAIN",184,75,27,"C",68
"GK","ANDRÉS PRIETO","BIRMINGHAM B","SPAIN",193,87,27,"C",68
"LB","K. BOTO","AUXERRE","FRANCE",183,71,24,"C",68
"LWF","GUSTAVINHO","SAMPAIO CORRÊA","BRAZIL",175,69,24,"C",68
"DMF","BRUNO RAMIRES","BELENENSES","BRAZIL",189,83,26,"C",68
"RB","I. ALBA","JAGUARES DE CÓRDOBA","COLOMBIA",178,71,25,"B",68
"LMF","E. ASSIFUAH","PAU","GHANA",176,72,27,"C",68
"RWF","N. CANELÓN","SANTIAGO WANDERERS","VENEZUELA",170,70,29,"D",68
"LB","LEONAN","AVAÍ","BRAZIL",174,64,25,"C",68
"LWF","B. BARKER","RANGERS","ENGLAND",181,70,24,"C",68
"CMF","JAVI MUÑOZ","MIRANDA DE EBRO RN","SPAIN",175,69,25,"C",68
"GK","N. CONTINI","NAPOLI","ITALY",190,85,24,"C",68
"GK","S. ROMÁN","ONCE CALDAS","COLOMBIA",184,75,25,"C",68
"CB","DANI CALVO","ELCHE BV","SPAIN",190,82,26,"C",68
"CMF","ZHANG XIUWEI","GUANGZHOU EVERGRANDE","CHINA",173,63,24,"C",68
"AMF","ARTHUR REZENDE","GUARANI","BRAZIL",179,73,26,"D",68
"CB","ADRYELSON","SPORT RECIFE","BRAZIL",181,74,22,"C",68
"RB","R. NYAMBE","BLACKBURN BW","NAMIBIA",183,76,23,"C",68
"DMF","CARLOS JATOBÁ","CRB","BRAZIL",183,72,25,"C",68
"RB","AITOR BUÑUEL","ALMERÍA RB","SPAIN",173,65,22,"C",68
"RB","DIEGO","AMÉRICA MINEIRO","BRAZIL",175,68,24,"C",68
"DMF","MOISÉS","JUVENTUDE","BRAZIL",181,74,26,"C",68
"RB","JUNIO ROCHA","RIO AVE","BRAZIL",177,81,23,"C",68
"CF","M. CAMPOS LOPEZ","PALESTINO","CHILE",177,81,29,"C",68
"CF","W. PONCE","DEPORTES LA SERENA","CHILE",172,80,22,"C",68
"DMF","CHIRIVELLA","NANTES","SPAIN",178,66,23,"D",68
"CMF","M. FEDELE","VALENCIENNES","SWITZERLAND",185,81,28,"C",68
"DMF","K. MEDEL","DEPORTES LA SERENA","CHILE",170,66,24,"C",68
"CB","A. HALME","BARNSLEY R","FINLAND",193,78,22,"C",68
"DMF","D. GLAZER","Free Agents","ISRAEL",178,70,24,"C",68
"CMF","WASHINGTON SANTANA","CRB","BRAZIL",183,79,31,"C",68
"CMF","NENÊ BONILHA","FORTALEZA","BRAZIL",175,69,28,"C",68
"GK","J. LUMLEY","QUEEN'S PARK BW","ENGLAND",190,73,25,"C",68
"RB","A. ZEDADKA","CLERMONT","FRANCE",173,72,25,"C",68
"RB","E. HACKMAN","PORTIMONENSE","GHANA",187,79,25,"C",68
"CF","F. RAICEVIC","LIVORNO","MONTENEGRO",188,81,27,"C",68
"GK","E. KASTRATI","TRAPANI","ALBANIA",189,86,23,"C",68
"RB","L. VIGNALI","SPEZIA","ITALY",186,75,24,"C",68
"CMF","M. FIRENZE","SALERNITANA","ITALY",180,70,27,"C",68
"CB","K. LARSEN","OB","DENMARK",190,80,27,"D",68
"GK","M. O'LEARY","BRISTOL R","ENGLAND",185,78,24,"C",68
"CB","E. NTIM","VALENCIENNES","GHANA",179,72,24,"B",68
"RB","D. MURILLO","JUNIOR","COLOMBIA",173,69,27,"C",68
"DMF","G. CELIS","DEPORTES TOLIMA","COLOMBIA",177,74,27,"C",68
"GK","S. SLUGA","LUTON WO","CROATIA",190,84,27,"C",68
"RWF","M. EMRELI","Free Agents","AZERBAIJAN",185,72,23,"C",68
"RB","R. HERNÁNDEZ","ABERDEEN","VENEZUELA",171,70,23,"C",68
"GK","Y. THOELEN","MECHELEN","BELGIUM",188,81,30,"C",68
"CMF","KAIO","PARANÁ","BRAZIL",173,62,25,"C",68
"RB","N. BYRNE","DERBY WB","ENGLAND",180,70,28,"D",68
"CB","V. MANTOVANI","SALERNITANA","ITALY",180,70,24,"C",68
"CMF","D. BARLASER","NEWCASTLE WB","TURKEY",184,62,23,"C",68
"DMF","E. ROLÓN","MÁLAGA AB","ARGENTINA",178,74,25,"C",68
"CF","A. FONTANA","BANFIELD","ARGENTINA",176,72,24,"C",68
"CMF","N. ZANELLATO","CROTONE","ITALY",178,74,22,"D",68
"RMF","L. ALGOZINO","UNIÓN","ARGENTINA",172,69,25,"C",68
"CB","I. DIALLO","AJACCIO","CÔTE D'IVOIRE",178,74,23,"C",68
"GK","ARITZ CASTRO","ÁLAVA AB","SPAIN",179,77,22,"C",68
"CB","M. MANGRAVITI","BRESCIA BA","ITALY",188,79,22,"C",68
"RWF","TRAVER","GIJÓN RB","SPAIN",181,75,27,"C",68
"AMF","JONATHAN MONTIEL","VALLECAS BR","SPAIN",173,67,22,"B",68
"GK","F. COSTA","PATRONATO","ARGENTINA",188,89,32,"C",68
"RB","L. GRIMSHAW","MOTHERWELL","ENGLAND",178,75,25,"D",68
"CMF","J. MORRELL","BRISTOL R","WALES",186,77,23,"C",68
"CMF","RICARDINHO","GUARANI","BRAZIL",174,68,31,"C",68
"GK","F. CAMBESES","HURACÁN","ARGENTINA",184,80,23,"C",68
"LB","DIEGO CABALLO","ALBACETE BN","SPAIN",171,67,26,"D",68
"CMF","Y. BAVIN","URAL","RUSSIA",172,67,26,"D",68
"RWF","FRANCIS","BOTAFOGO SP","BRAZIL",178,71,30,"C",68
"GK","JOEL PEREIRA","HUDDERSFIELD BW","PORTUGAL",188,81,24,"C",68
"GK","GU CHAO","JIANGSU SUNING","CHINA",196,92,31,"B",68
"LMF","XIE PENGFEI","JIANGSU SUNING","CHINA",179,74,27,"C",68
"CB","JUAN FERNÁNDEZ","ALMERÍA RB","SPAIN",187,78,25,"C",68
"CMF","PABLO LARREA","PONFERRADA AB","SPAIN",173,69,26,"D",68
"CMF","ROBERTO OLABE","EIBAR AR","SPAIN",178,74,24,"C",68
"CF","K. CISSÉ","HELLAS VERONA","GUINEA",184,78,32,"C",68
"CB","M. VARNIER","PISA","ITALY",186,82,22,"C",68
"CF","L. BOYCE","Free Agents","NORTHERN IRELAND",183,84,29,"C",68
"LB","A. GERSBACH","AGF","AUSTRALIA",178,73,23,"C",68
"LB","DING HAIFENG","GUANGZHOU R&F","CHINA",182,71,29,"C",68
"LB","A. NEDYALKOV","Free Agents","BULGARIA",182,70,27,"C",68
"DMF","T. CHOW","HENAN JIANYE","CHINESE TAIPEI",180,72,26,"C",68
"RWF","ÁLVARO JIMÉNEZ","ALBACETE BN","SPAIN",176,71,25,"D",68
"CMF","G. MISURACA","PORDENONE","ITALY",180,75,30,"C",68
"CB","LUCAS POSSIGNOLO","PORTIMONENSE","BRAZIL",187,81,26,"C",68
"CF","R. BOCALON","VENEZIA","ITALY",182,75,31,"D",68
"RB","J. DEMETRIOU","Free Agents","CYPRUS",180,68,33,"C",68
"CMF","B. THOMPSON","MILLWALL BW","ENGLAND",180,78,25,"C",68
"CMF","S. FIELD","WEST BROMWICH WB","ENGLAND",185,65,22,"C",68
"CB","R. DICKIE","QUEEN'S PARK BW","ENGLAND",183,74,24,"C",68
"RMF","M. WATKINS","ABERDEEN","WALES",178,65,30,"C",68
"LWF","A. ARAUJO","TALLERES DE CÓRDOBA","ARGENTINA",165,68,28,"C",68
"CMF","G. FOFANA","GUINGAMP","FRANCE",184,78,28,"C",68
"RB","FELIPE ARARUNA","READING BW","BRAZIL",176,70,24,"C",68
"CB","LUCAS KAL","MADEIRA BP","BRAZIL",185,78,24,"B",68
"AMF","B. WOODBURN","LIVERPOOL R","WALES",174,72,21,"C",68
"RB","LÉO PRÍNCIPE","CRB","BRAZIL",173,68,24,"C",68
"GK","D. KOTARSKI","AJAX","CROATIA",180,77,20,"C",68
"AMF","BORJA SÁNCHEZ","OVIEDO A","SPAIN",186,80,24,"D",68
"DMF","T. ALARCÓN","O'HIGGINS","CHILE",174,70,21,"B",68
"RWF","L. CANOTTO","CHIEVO","ITALY",178,71,26,"C",68
"CB","G. SUSO","ARSENAL DE SARANDÍ","ARGENTINA",190,85,29,"C",68
"LB","M. CABIT","METZ","FRANCE",182,75,27,"C",68
"CMF","G. KASTANOS","FROSINONE","CYPRUS",179,71,22,"C",68
"CMF","ÁLEX CARBONELL","VALENCIA BN","SPAIN",182,78,23,"C",68
"DMF","L. AMOS","QUEEN'S PARK BW","ENGLAND",179,70,23,"D",68
"CB","A. MACDONALD","ROTHERHAM RW","ENGLAND",184,70,28,"C",68
"RB","SAMUEL SANTOS","JUVENTUDE","BRAZIL",177,68,30,"C",68
"CB","L. BOGDAN","LIVORNO","CROATIA",195,76,24,"C",68
"AMF","G. HEIN","AUXERRE","FRANCE",170,65,24,"C",68
"AMF","V. THILL","MADEIRA BP","LUXEMBOURG",176,69,20,"E",68
"CMF","S. GUSTAFSON","CREMONESE","SWEDEN",187,79,25,"C",68
"GK","U. YUVAKURAN","BESIKTAS","TURKEY",192,81,23,"C",68
"RB","O. KAKABADZE","LUZERN","GEORGIA",185,76,25,"C",68
"AMF","S. SCHRECK","GRONINGEN","GERMANY",180,67,21,"C",68
"LWF","DANI OJEDA","LEGANÉS AB","SPAIN",177,72,26,"C",68
"LB","DANI LASURE","ZARAGOZA BA","SPAIN",176,72,26,"C",68
"AMF","M. SEPÚLVEDA","O'HIGGINS","CHILE",179,76,21,"C",68
"LB","N. HAMALAINEN","QUEEN'S PARK BW","FINLAND",178,73,23,"C",68
"DMF","M. HONGLA","ANTWERP","CAMEROON",183,70,22,"C",68
"GK","G. GÓMEZ","RACING CLUB","ARGENTINA",190,99,24,"C",68
"RB","O. TYMCHYK","DYNAMO KYIV","UKRAINE",180,67,23,"C",68
"CB","WELLINGTON CARVALHO","PONTE PRETA","BRAZIL",185,84,27,"B",68
"GK","L. DIAS","NÎMES","FRANCE",185,75,21,"C",68
"CB","ALBERTO RODRÍGUEZ","ÁLAVA AB","SPAIN",184,82,23,"C",68
"CB","ROMÉRCIO","GUARANI","BRAZIL",185,78,23,"C",68
"CMF","VITOR CARVALHO","GIL VICENTE","BRAZIL",183,74,23,"C",68
"CMF","F. MAISTRO","PESCARA","ITALY",180,70,22,"C",68
"LMF","D. HORGAN","WYCOMBE B","IRELAND",172,70,28,"C",68
"CF","Y. MERDJI","AUXERRE","FRANCE",175,69,27,"C",68
"CF","B. BRERETON","BLACKBURN BW","ENGLAND",183,75,21,"B",68
"RMF","BENITO RAMÍREZ","LAS PALMAS AA","SPAIN",180,70,25,"C",68
"RB","ÉRIC CURBELO","LAS PALMAS AA","SPAIN",173,69,26,"C",68
"CF","E. DENIS","INDEPENDIENTE","ARGENTINA",170,65,24,"C",68
"LWF","B. BADIBANGA","ROYAL EXCEL MOUSCRON","BELGIUM",176,71,24,"C",68
"DMF","LUIZ OTAVIO","BOTAFOGO","BRAZIL",174,70,23,"C",68
"DMF","Y. NEYOU NOUPA","SAINT-ÉTIENNE","CAMEROON",180,63,23,"D",68
"AMF","VINI LOCATELLI","CHAPECOENSE","BRAZIL",178,77,22,"C",68
"CB","C. GOODE","BRENTFORD RW","ENGLAND",196,75,25,"C",68
"CB","KANU","BOTAFOGO","BRAZIL",186,74,23,"C",68
"RWF","RONALD","BOTAFOGO SP","BRAZIL",160,57,23,"C",68
"CMF","R. LEONARD","MILLWALL BW","ENGLAND",187,82,28,"C",68
"LB","M. PENNEY","SHEFFIELD BW","ENGLAND",174,64,22,"C",68
"CF","M. TCHOKOUNTÉ","DUNKERQUE","CAMEROON",191,90,32,"D",68
"LMF","M. CHAHIRI","STRASBOURG","FRANCE",180,77,24,"C",68
"DMF","O. SANGANTE","CHÂTEAUROUX","SENEGAL",188,87,29,"B",68
"GK","R. PILLOT","CHÂTEAUROUX","FRANCE",187,82,30,"C",68
"CMF","R. BASQUE","LE HAVRE","FRANCE",184,69,25,"C",68
"AMF","M. CORTÉS","CURICÓ UNIDO","ARGENTINA",165,65,37,"D",68
"CB","XANDÃO","CRB","BRAZIL",187,83,30,"C",68
"DMF","CLÁUDIO FALCÃO","FARENSE","BRAZIL",183,72,26,"C",68
"LB","R. JANSSEN","FORTUNA SITTARD","NETHERLANDS",177,63,30,"D",68
"RB","T. DEKKER","VVV","NETHERLANDS",183,77,22,"C",68
"GK","MARCOS DUTRA","PARANÁ","BRAZIL",184,83,27,"C",68
